flight_id,date,origin,dest,distance_nm,aircraft_type,takeoff_weight_klbs,headwind_kt,month,day_of_week,actual_trip_fuel_kg
FL012822,2023-01-17,ORD,DFW,720,B789,337.5,4.0,1,1,10457.0
FL003078,2023-01-17,SFO,SEA,680,A320,120.3,9.7,1,1,5954.0
FL008173,2023-01-17,JFK,LAX,2145,B737,113.6,8.2,1,1,18371.0
FL010253,2023-01-17,ORD,DFW,720,B789,340.1,-20.8,1,1,10866.0
FL002931,2023-01-17,SFO,SEA,680,B789,334.0,-15.9,1,1,10243.0
FL009268,2023-01-17,ORD,DFW,720,A320,116.0,-9.0,1,1,6053.0
FL008981,2023-01-17,ATL,MIA,595,B738,122.8,16.0,1,1,5204.0
FL007187,2023-01-17,SEA,DEN,890,B738,125.2,-0.9,1,1,7262.0
FL008769,2023-01-17,ORD,DFW,720,B738,136.4,4.1,1,1,6018.0
FL004491,2023-01-17,BOS,ORD,720,B737,130.5,1.5,1,1,6239.0
FL004537,2023-01-17,JFK,LAX,2145,A320,117.0,-45.2,1,1,14804.0
FL004987,2023-01-17,DFW,DEN,560,B737,127.6,5.9,1,1,4900.0
FL009771,2023-01-17,ORD,DFW,720,B737,124.6,2.2,1,1,5960.0
FL011947,2023-01-17,DFW,DEN,560,B737,124.3,32.8,1,1,5317.0
FL005895,2023-01-17,SFO,SEA,680,A320,122.1,-7.2,1,1,5207.0
FL000738,2023-01-18,JFK,MIA,1090,A320,122.9,-5.8,1,2,8650.0
FL014055,2023-01-18,JFK,MIA,1090,B738,138.8,19.2,1,2,9965.0
FL011474,2023-01-18,JFK,LAX,2145,B789,318.7,49.1,1,2,32694.0
FL007591,2023-01-18,JFK,LHR,3020,B738,119.2,-17.7,1,2,24805.0
FL001003,2023-01-18,ORD,DFW,720,A321,138.2,52.4,1,2,7071.0
FL013694,2023-01-18,JFK,MIA,1090,B737,128.8,12.8,1,2,9345.0
FL002922,2023-01-18,ORD,DFW,720,A321,144.9,-19.7,1,2,6428.0
FL001691,2023-01-18,SEA,DEN,890,B738,137.2,-24.2,1,2,7431.0
FL004885,2023-01-18,ORD,DFW,720,B737,131.4,10.5,1,2,6234.0
FL006428,2023-01-18,LAX,SFO,300,B789,335.6,-1.5,1,2,4856.0
FL003526,2023-01-18,DFW,DEN,560,B737,132.2,-16.6,1,2,4643.0
FL009615,2023-01-18,JFK,LHR,3020,B737,113.7,4.2,1,2,24248.0
FL011375,2023-01-18,LAX,SFO,300,A320,118.2,7.6,1,2,2677.0
FL013514,2023-01-18,DFW,DEN,560,B738,136.9,40.3,1,2,4825.0
FL005799,2023-01-18,BOS,ORD,720,B737,115.4,4.3,1,2,6063.0
FL000297,2023-01-18,JFK,MIA,1090,A320,123.4,-18.7,1,2,8890.0
FL009375,2023-01-18,ATL,MIA,595,A321,142.1,1.0,1,2,4981.0
FL009298,2023-01-18,DFW,DEN,560,B737,124.9,12.9,1,2,5099.0
FL003105,2023-01-18,ORD,DFW,720,B737,126.4,3.2,1,2,5877.0
FL013639,2023-01-18,DFW,DEN,560,A321,138.7,-3.8,1,2,5399.0
FL005231,2023-01-18,BOS,ORD,720,A320,124.9,3.3,1,2,6194.0
FL009347,2023-01-18,BOS,ORD,720,B789,323.8,20.6,1,2,10787.0
FL003321,2023-01-18,ORD,DFW,720,B737,121.0,15.3,1,2,5943.0
FL000517,2023-01-18,JFK,LAX,2145,A321,123.3,-8.0,1,2,16521.0
FL014608,2023-01-18,JFK,LAX,2145,B789,330.5,27.8,1,2,33564.0
FL005550,2023-01-19,JFK,MIA,1090,A321,140.9,16.1,1,3,9976.0
FL011325,2023-01-19,ATL,MIA,595,B738,129.4,-9.1,1,3,4933.0
FL012407,2023-01-19,ATL,MIA,595,B789,331.4,34.3,1,3,9928.0
FL011944,2023-01-19,JFK,LHR,3020,B789,309.7,7.9,1,3,48998.0
FL000563,2023-01-19,LAX,SFO,300,B789,310.8,26.2,1,3,4823.0
FL005108,2023-01-19,DFW,DEN,560,B789,338.0,-33.0,1,3,7786.0
FL009789,2023-01-19,BOS,ORD,720,A321,134.0,0.7,1,3,6734.0
FL014259,2023-01-19,JFK,MIA,1090,B738,123.0,16.1,1,3,9062.0
FL013213,2023-01-19,SEA,DEN,890,B789,314.5,4.3,1,3,12745.0
FL002519,2023-01-19,ORD,DFW,720,B737,128.6,6.3,1,3,6235.0
FL006934,2023-01-19,JFK,LAX,2145,B737,130.9,3.4,1,3,17380.0
FL004942,2023-01-19,SFO,SEA,680,B738,118.1,12.8,1,3,5631.0
FL007000,2023-01-19,JFK,LAX,2145,B737,122.3,-2.7,1,3,17860.0
FL012961,2023-01-19,LAX,SFO,300,B737,115.8,18.3,1,3,2559.0
FL013250,2023-01-19,JFK,MIA,1090,A320,130.2,-10.3,1,3,9263.0
FL011495,2023-01-19,JFK,MIA,1090,A320,123.3,6.6,1,3,9112.0
FL001761,2023-01-19,SEA,DEN,890,B737,128.3,-8.8,1,3,6958.0
FL014835,2023-01-19,JFK,LHR,3020,A321,134.2,-10.8,1,3,28006.0
FL007088,2023-01-19,JFK,MIA,1090,A321,139.9,30.1,1,3,9865.0
FL009838,2023-01-19,JFK,MIA,1090,B789,317.2,19.0,1,3,15912.0
FL012894,2023-01-19,ATL,MIA,595,B789,307.4,7.9,1,3,9726.0
FL003477,2023-01-19,JFK,LAX,2145,B738,134.7,4.9,1,3,18800.0
FL013071,2023-01-19,ATL,MIA,595,B737,127.2,21.6,1,3,5207.0
FL012539,2023-01-19,BOS,ORD,720,A321,131.0,27.7,1,3,7277.0
FL008817,2023-01-19,SFO,SEA,680,B738,134.8,25.4,1,3,6337.0
FL004172,2023-01-20,SEA,DEN,890,B737,119.2,6.3,1,4,7575.0
FL011816,2023-01-20,LAX,SFO,300,A320,132.6,27.7,1,4,2670.0
FL000954,2023-01-20,JFK,MIA,1090,B737,113.5,11.7,1,4,9409.0
FL010791,2023-01-20,DFW,DEN,560,A321,129.8,-40.5,1,4,4178.0
FL014609,2023-01-20,BOS,ORD,720,B789,324.5,29.4,1,4,10253.0
FL014704,2023-01-20,DFW,DEN,560,B737,118.8,1.7,1,4,4949.0
FL001698,2023-01-20,DFW,DEN,560,A320,129.6,2.3,1,4,4516.0
FL013994,2023-01-20,SFO,SEA,680,B737,128.5,-23.1,1,4,5555.0
FL001513,2023-01-20,ATL,MIA,595,B789,313.8,22.4,1,4,9834.0
FL011709,2023-01-20,LAX,SFO,300,B738,128.5,-7.5,1,4,2473.0
FL013714,2023-01-20,SFO,SEA,680,B789,330.5,24.4,1,4,10471.0
FL008866,2023-01-20,LAX,SFO,300,A321,135.9,39.9,1,4,2923.0
FL003953,2023-01-20,SEA,DEN,890,A321,128.4,-15.9,1,4,8344.0
FL004839,2023-01-20,JFK,LAX,2145,B789,301.7,0.9,1,4,33301.0
FL008409,2023-01-21,JFK,LHR,3020,A321,135.9,-11.5,1,5,24290.0
FL012677,2023-01-21,JFK,LAX,2145,B737,116.9,6.5,1,5,16852.0
FL014223,2023-01-21,BOS,ORD,720,B737,122.8,28.4,1,5,6538.0
FL008405,2023-01-21,JFK,LAX,2145,A321,142.7,4.2,1,5,17539.0
FL002811,2023-01-21,JFK,LHR,3020,A321,132.8,-11.5,1,5,26732.0
FL001379,2023-01-21,JFK,MIA,1090,A320,122.2,26.0,1,5,9899.0
FL010438,2023-01-21,SFO,SEA,680,B789,307.5,5.0,1,5,10548.0
FL001814,2023-01-21,ORD,DFW,720,A321,125.9,14.7,1,5,6887.0
FL013688,2023-01-21,ATL,MIA,595,A321,130.0,49.6,1,5,6127.0
FL000747,2023-01-21,ORD,DFW,720,B738,135.0,28.4,1,5,6825.0
FL008992,2023-01-21,DFW,DEN,560,B789,319.0,10.0,1,5,9003.0
FL002760,2023-01-21,JFK,LHR,3020,B737,123.5,-7.7,1,5,24286.0
FL008494,2023-01-21,BOS,ORD,720,B738,120.8,26.2,1,5,6415.0
FL011546,2023-01-21,SFO,SEA,680,A320,122.2,2.9,1,5,5763.0
FL007111,2023-01-22,BOS,ORD,720,B737,115.9,-7.9,1,6,6301.0
FL010045,2023-01-22,SEA,DEN,890,A321,132.1,14.7,1,6,8088.0
FL005093,2023-01-22,DFW,DEN,560,A320,120.0,0.5,1,6,4668.0
FL004066,2023-01-22,DFW,DEN,560,B738,135.3,17.3,1,6,4988.0
FL004656,2023-01-22,BOS,ORD,720,B737,121.6,41.7,1,6,6199.0
FL006362,2023-01-22,JFK,MIA,1090,A320,119.9,-15.8,1,6,8483.0
FL014321,2023-01-22,DFW,DEN,560,A321,130.4,34.1,1,6,5377.0
FL011418,2023-01-22,JFK,MIA,1090,B789,312.5,4.5,1,6,17008.0
FL012755,2023-01-22,DFW,DEN,560,B737,118.1,-25.5,1,6,4539.0
FL003426,2023-01-22,JFK,LAX,2145,B789,303.5,15.7,1,6,32914.0
FL000897,2023-01-22,SFO,SEA,680,A320,121.1,1.6,1,6,5296.0
FL008120,2023-01-22,ORD,DFW,720,B738,138.4,-11.2,1,6,6143.0
FL011845,2023-01-22,SFO,SEA,680,A321,142.8,7.6,1,6,6180.0
FL007687,2023-01-22,SFO,SEA,680,B789,329.2,13.2,1,6,10690.0
FL001594,2023-01-22,LAX,SFO,300,B789,343.4,6.5,1,6,4715.0
FL011748,2023-01-22,JFK,MIA,1090,A320,114.0,30.4,1,6,9677.0
FL005429,2023-01-22,LAX,SFO,300,B789,331.6,10.3,1,6,4902.0
FL006795,2023-01-22,ORD,DFW,720,A321,142.2,16.9,1,6,6777.0
FL012671,2023-01-22,SEA,DEN,890,A320,115.7,-39.2,1,6,6892.0
FL006060,2023-01-22,DFW,DEN,560,B737,118.6,17.6,1,6,5188.0
FL006296,2023-01-22,DFW,DEN,560,B789,340.8,15.4,1,6,8483.0
FL011129,2023-01-22,SEA,DEN,890,A320,127.5,-9.2,1,6,7323.0
FL008515,2023-01-22,ATL,MIA,595,A320,114.5,25.8,1,6,5233.0
FL008106,2023-01-22,DFW,DEN,560,A320,113.8,0.4,1,6,4723.0
FL003826,2023-01-23,SEA,DEN,890,A321,136.1,41.2,1,0,8160.0
FL007098,2023-01-23,JFK,LHR,3020,A320,124.3,6.0,1,0,25681.0
FL013209,2023-01-23,ORD,DFW,720,A321,137.9,0.3,1,0,6604.0
FL003201,2023-01-23,ATL,MIA,595,B738,137.3,3.7,1,0,5124.0
FL007155,2023-01-23,JFK,MIA,1090,B789,306.4,23.4,1,0,16164.0
FL009952,2023-01-23,JFK,LAX,2145,B789,306.7,31.6,1,0,34754.0
FL005901,2023-01-23,JFK,LHR,3020,B737,112.6,-6.7,1,0,24780.0
FL012174,2023-01-23,JFK,MIA,1090,A320,115.7,-16.1,1,0,8614.0
FL004299,2023-01-23,ORD,DFW,720,B737,113.2,-1.7,1,0,5935.0
FL000015,2023-01-23,LAX,SFO,300,B738,128.0,23.4,1,0,2723.0
FL010855,2023-01-23,ORD,DFW,720,B738,124.8,8.8,1,0,7037.0
FL000913,2023-01-23,JFK,LAX,2145,A320,126.8,18.3,1,0,18533.0
FL012616,2023-01-23,ORD,DFW,720,B789,299.5,11.8,1,0,11641.0
FL002676,2023-01-23,JFK,LHR,3020,B789,327.3,4.4,1,0,42499.0
FL005185,2023-01-23,ORD,DFW,720,A321,134.3,21.0,1,0,7054.0
FL010454,2023-01-23,LAX,SFO,300,A321,144.3,43.2,1,0,3003.0
FL004914,2023-01-23,DFW,DEN,560,B737,117.2,-7.0,1,0,4433.0
FL010682,2023-01-24,JFK,LHR,3020,B789,305.8,-6.8,1,1,44989.0
FL010899,2023-01-24,BOS,ORD,720,A321,127.7,-25.1,1,1,5906.0
FL006899,2023-01-24,LAX,SFO,300,A321,138.6,11.3,1,1,2714.0
FL005647,2023-01-24,LAX,SFO,300,A321,135.5,-1.9,1,1,2856.0
FL005014,2023-01-24,DFW,DEN,560,B738,125.2,14.0,1,1,4845.0
FL012928,2023-01-24,SFO,SEA,680,B738,127.8,16.5,1,1,5972.0
FL004463,2023-01-24,ORD,DFW,720,B789,311.0,-28.9,1,1,10431.0
FL009535,2023-01-24,JFK,LHR,3020,A320,128.0,7.7,1,1,24731.0
FL010727,2023-01-24,ATL,MIA,595,B738,140.2,-7.1,1,1,5194.0
FL005482,2023-01-24,DFW,DEN,560,B738,129.4,-7.1,1,1,4782.0
FL011327,2023-01-24,BOS,ORD,720,B737,114.4,12.8,1,1,6026.0
FL009716,2023-01-24,SFO,SEA,680,B738,122.8,3.2,1,1,5607.0
FL001530,2023-01-24,ATL,MIA,595,B738,124.6,-11.9,1,1,4600.0
FL014669,2023-01-24,SFO,SEA,680,B737,114.2,2.1,1,1,6233.0
FL008423,2023-01-24,JFK,MIA,1090,B789,331.2,7.5,1,1,16520.0
FL014628,2023-01-24,SEA,DEN,890,B737,126.2,26.1,1,1,7958.0
FL013121,2023-01-24,SEA,DEN,890,B738,133.6,12.1,1,1,8534.0
FL002872,2023-01-24,JFK,LHR,3020,A320,118.6,-24.7,1,1,22344.0
FL013512,2023-01-25,ORD,DFW,720,B737,129.4,-11.1,1,2,6121.0
FL006462,2023-01-25,DFW,DEN,560,A321,135.0,22.3,1,2,5451.0
FL003200,2023-01-25,DFW,DEN,560,A320,129.3,-18.5,1,2,4503.0
FL007459,2023-01-25,SEA,DEN,890,B737,123.8,32.7,1,2,7991.0
FL010828,2023-01-25,LAX,SFO,300,A320,113.3,-6.1,1,2,2535.0
FL014454,2023-01-25,DFW,DEN,560,B789,303.9,22.8,1,2,8184.0
FL000744,2023-01-25,ORD,DFW,720,B789,338.0,17.3,1,2,11376.0
FL005591,2023-01-25,JFK,LHR,3020,A321,129.6,-0.2,1,2,25701.0
FL004873,2023-01-25,SEA,DEN,890,B789,302.4,-10.2,1,2,13292.0
FL004098,2023-01-25,SFO,SEA,680,A320,126.4,21.0,1,2,5710.0
FL006191,2023-01-25,JFK,MIA,1090,A320,114.1,4.0,1,2,9207.0
FL003513,2023-01-25,ATL,MIA,595,B737,116.4,15.9,1,2,5264.0
FL003441,2023-01-25,LAX,SFO,300,B789,326.4,-34.6,1,2,4426.0
FL001801,2023-01-25,SFO,SEA,680,A321,131.2,-3.6,1,2,6660.0
FL009353,2023-01-25,BOS,ORD,720,A320,117.7,-2.6,1,2,6161.0
FL012236,2023-01-25,JFK,LAX,2145,A320,127.8,-2.8,1,2,17873.0
FL000473,2023-01-25,SEA,DEN,890,A320,128.4,-1.2,1,2,7685.0
FL011364,2023-01-25,DFW,DEN,560,A320,132.4,0.4,1,2,4562.0
FL007379,2023-01-25,ORD,DFW,720,A320,132.0,-5.9,1,2,5777.0
FL013806,2023-01-26,SEA,DEN,890,A321,143.2,-4.3,1,3,8655.0
FL005830,2023-01-26,DFW,DEN,560,B738,126.3,2.0,1,3,4804.0
FL000016,2023-01-26,SEA,DEN,890,B789,301.6,16.9,1,3,13805.0
FL002155,2023-01-26,ORD,DFW,720,A321,123.0,24.6,1,3,6267.0
FL011460,2023-01-26,BOS,ORD,720,A321,126.9,-17.3,1,3,5968.0
FL001544,2023-01-26,BOS,ORD,720,A320,132.7,-47.1,1,3,5449.0
FL003331,2023-01-26,SEA,DEN,890,B737,132.6,-5.7,1,3,7770.0
FL014345,2023-01-26,ORD,DFW,720,B789,317.9,2.1,1,3,10403.0
FL005164,2023-01-26,SEA,DEN,890,A321,137.8,19.2,1,3,8021.0
FL008050,2023-01-26,JFK,MIA,1090,A321,127.1,29.4,1,3,11138.0
FL012310,2023-01-26,ATL,MIA,595,A320,131.3,12.2,1,3,5107.0
FL012479,2023-01-26,BOS,ORD,720,A321,142.5,26.8,1,3,6820.0
FL006831,2023-01-26,JFK,LAX,2145,B789,329.3,-14.3,1,3,31050.0
FL006789,2023-01-26,BOS,ORD,720,A320,122.8,1.9,1,3,5406.0
FL013240,2023-01-26,JFK,LHR,3020,A320,116.1,-26.8,1,3,23717.0
FL000558,2023-01-26,BOS,ORD,720,A320,124.7,11.9,1,3,6086.0
FL014024,2023-01-26,BOS,ORD,720,B789,302.1,-15.6,1,3,10190.0
FL000440,2023-01-26,SFO,SEA,680,B789,341.9,2.8,1,3,10094.0
FL002790,2023-01-26,ATL,MIA,595,A320,117.7,-4.7,1,3,4467.0
FL005939,2023-01-26,SFO,SEA,680,B738,124.1,-28.0,1,3,5593.0
FL004227,2023-01-26,DFW,DEN,560,A320,126.6,-7.0,1,3,4589.0
FL007510,2023-01-26,SFO,SEA,680,A320,120.4,6.0,1,3,5773.0
FL005968,2023-01-26,BOS,ORD,720,B789,305.7,-0.4,1,3,10933.0
FL011745,2023-01-27,JFK,LHR,3020,B737,125.0,-2.9,1,4,24372.0
FL011255,2023-01-27,ATL,MIA,595,B737,129.8,10.8,1,4,5136.0
FL014450,2023-01-27,JFK,LHR,3020,B789,329.7,13.3,1,4,48848.0
FL014089,2023-01-27,ORD,DFW,720,B789,305.9,-14.0,1,4,10552.0
FL002201,2023-01-27,ATL,MIA,595,B737,118.4,4.1,1,4,5057.0
FL011017,2023-01-27,LAX,SFO,300,B737,123.2,-25.1,1,4,2451.0
FL001831,2023-01-27,SEA,DEN,890,B789,323.5,-1.6,1,4,12969.0
FL007460,2023-01-27,ATL,MIA,595,B738,124.7,22.9,1,4,5670.0
FL011202,2023-01-27,LAX,SFO,300,A320,132.2,15.0,1,4,2518.0
FL013873,2023-01-27,BOS,ORD,720,B737,122.8,-8.3,1,4,5763.0
FL001665,2023-01-27,JFK,LHR,3020,B789,327.5,0.2,1,4,47183.0
FL003878,2023-01-27,ORD,DFW,720,B737,115.4,19.7,1,4,6330.0
FL014616,2023-01-27,JFK,LHR,3020,B737,130.0,22.5,1,4,28118.0
FL000105,2023-01-27,ATL,MIA,595,B789,317.8,42.9,1,4,9967.0
FL012769,2023-01-27,BOS,ORD,720,B789,332.6,-3.2,1,4,10670.0
FL007859,2023-01-27,JFK,LHR,3020,B738,124.0,14.1,1,4,28675.0
FL004866,2023-01-27,LAX,SFO,300,B789,340.0,8.7,1,4,4507.0
FL004271,2023-01-27,SEA,DEN,890,A321,141.8,12.4,1,4,8080.0
FL000808,2023-01-27,DFW,DEN,560,A321,140.2,7.1,1,4,5378.0
FL013486,2023-01-27,LAX,SFO,300,A320,130.9,-8.3,1,4,2460.0
FL003362,2023-01-27,BOS,ORD,720,B738,138.7,29.3,1,4,7157.0
FL011114,2023-01-27,JFK,LAX,2145,A320,116.2,17.6,1,4,17504.0
FL001469,2023-01-27,LAX,SFO,300,B738,128.5,15.4,1,4,2677.0
FL005241,2023-01-27,BOS,ORD,720,B789,318.7,18.0,1,4,11147.0
FL006170,2023-01-27,JFK,LHR,3020,A321,130.8,1.0,1,4,27399.0
FL012884,2023-01-27,ORD,DFW,720,A321,142.4,-8.1,1,4,6677.0
FL006413,2023-01-27,SFO,SEA,680,B789,315.5,9.1,1,4,9858.0
FL013032,2023-01-28,ATL,MIA,595,B789,326.1,53.9,1,5,9790.0
FL001005,2023-01-28,JFK,MIA,1090,A321,134.7,25.8,1,5,10546.0
FL002066,2023-01-28,ATL,MIA,595,B789,322.2,11.7,1,5,8963.0
FL004498,2023-01-28,BOS,ORD,720,B738,125.1,2.0,1,5,6419.0
FL010017,2023-01-28,SFO,SEA,680,B737,112.9,-1.2,1,5,6004.0
FL003199,2023-01-28,JFK,MIA,1090,B737,113.8,16.8,1,5,9151.0
FL000724,2023-01-28,JFK,LHR,3020,B737,121.1,16.4,1,5,24561.0
FL011436,2023-01-28,SEA,DEN,890,B737,126.4,-1.3,1,5,7541.0
FL004134,2023-01-28,ORD,DFW,720,B789,324.7,-6.6,1,5,9834.0
FL004483,2023-01-28,JFK,LAX,2145,B737,117.0,18.1,1,5,19124.0
FL010762,2023-01-28,ORD,DFW,720,B737,126.4,25.1,1,5,6492.0
FL009287,2023-01-28,JFK,LHR,3020,A320,122.3,24.5,1,5,24668.0
FL013216,2023-01-28,ORD,DFW,720,B789,311.7,13.0,1,5,11704.0
FL014351,2023-01-28,ORD,DFW,720,B738,140.3,-13.0,1,5,5795.0
FL003320,2023-01-28,LAX,SFO,300,B789,327.5,3.9,1,5,4207.0
FL009218,2023-01-28,BOS,ORD,720,B738,132.5,19.0,1,5,6013.0
FL001373,2023-01-28,JFK,MIA,1090,B737,128.6,16.4,1,5,9835.0
FL012948,2023-01-28,LAX,SFO,300,B737,112.2,16.4,1,5,2573.0
FL002255,2023-01-28,SFO,SEA,680,B789,340.9,-6.6,1,5,9908.0
FL003128,2023-01-28,ORD,DFW,720,B789,342.8,11.7,1,5,11563.0
FL007281,2023-01-28,SEA,DEN,890,B737,121.2,6.4,1,5,7461.0
FL011873,2023-01-28,JFK,LHR,3020,A321,140.0,-24.2,1,5,24034.0
FL011137,2023-01-28,SFO,SEA,680,A321,142.0,4.2,1,5,6405.0
FL014964,2023-01-29,ATL,MIA,595,B737,118.0,5.6,1,6,4780.0
FL004646,2023-01-29,DFW,DEN,560,B738,129.8,19.2,1,6,5190.0
FL011757,2023-01-29,ATL,MIA,595,A320,121.8,-20.6,1,6,4840.0
FL008527,2023-01-29,JFK,MIA,1090,B738,129.4,29.1,1,6,10035.0
FL001470,2023-01-29,ATL,MIA,595,B737,116.7,-7.9,1,6,4933.0
FL007341,2023-01-29,BOS,ORD,720,A320,113.7,19.9,1,6,6248.0
FL004064,2023-01-29,JFK,LAX,2145,B738,132.7,0.9,1,6,17849.0
FL005361,2023-01-29,JFK,LAX,2145,A320,132.7,37.4,1,6,19560.0
FL003895,2023-01-29,BOS,ORD,720,A320,127.0,15.3,1,6,6184.0
FL010021,2023-01-29,DFW,DEN,560,A320,130.0,-0.6,1,6,4812.0
FL009715,2023-01-29,ATL,MIA,595,B789,317.7,-12.5,1,6,9054.0
FL014087,2023-01-29,JFK,MIA,1090,A321,139.4,8.1,1,6,8936.0
FL000461,2023-01-29,BOS,ORD,720,B738,129.4,28.9,1,6,7377.0
FL003349,2023-01-29,LAX,SFO,300,B789,340.1,22.9,1,6,5080.0
FL010624,2023-01-29,LAX,SFO,300,A321,124.1,11.3,1,6,2696.0
FL005125,2023-01-29,JFK,LHR,3020,A320,124.7,6.2,1,6,25022.0
FL012635,2023-01-29,JFK,MIA,1090,A320,129.2,-3.7,1,6,9185.0
FL001080,2023-01-29,ORD,DFW,720,B737,131.8,-7.9,1,6,5966.0
FL004443,2023-01-29,SEA,DEN,890,B738,135.8,5.2,1,6,8168.0
FL002613,2023-01-29,SFO,SEA,680,B789,326.4,25.6,1,6,10629.0
FL011849,2023-01-29,ATL,MIA,595,A320,113.4,-6.9,1,6,4759.0
FL010767,2023-01-29,BOS,ORD,720,A321,132.6,11.9,1,6,6819.0
FL005833,2023-01-29,DFW,DEN,560,B789,311.3,-14.4,1,6,8413.0
FL010835,2023-01-29,JFK,LHR,3020,A320,123.0,28.1,1,6,26899.0
FL002525,2023-01-29,JFK,MIA,1090,B789,302.7,25.5,1,6,17208.0
FL010787,2023-01-29,BOS,ORD,720,B738,129.7,53.0,1,6,6998.0
FL000505,2023-01-29,DFW,DEN,560,B738,134.8,-5.4,1,6,4738.0
FL012905,2023-01-30,SEA,DEN,890,B789,319.9,22.4,1,0,14140.0
FL000977,2023-01-30,JFK,MIA,1090,B737,118.6,8.5,1,0,9163.0
FL006122,2023-01-30,ORD,DFW,720,B789,318.8,15.8,1,0,10862.0
FL000223,2023-01-30,SFO,SEA,680,B737,121.4,14.0,1,0,5797.0
FL004423,2023-01-30,DFW,DEN,560,B737,114.1,35.4,1,0,5136.0
FL003533,2023-01-30,JFK,LHR,3020,B737,121.0,-14.2,1,0,25789.0
FL013109,2023-01-30,JFK,LAX,2145,A320,127.0,5.6,1,0,16799.0
FL009566,2023-01-30,DFW,DEN,560,B789,327.0,-5.2,1,0,8334.0
FL011699,2023-01-30,JFK,MIA,1090,B789,320.6,3.1,1,0,16535.0
FL012699,2023-01-30,JFK,LAX,2145,A321,122.0,26.6,1,0,20212.0
FL013712,2023-01-30,DFW,DEN,560,B789,302.8,7.6,1,0,8330.0
FL014827,2023-01-30,ORD,DFW,720,A321,140.8,-1.0,1,0,6605.0
FL000699,2023-01-30,LAX,SFO,300,A321,141.9,26.9,1,0,2877.0
FL005394,2023-01-30,JFK,MIA,1090,A321,132.1,-21.3,1,0,9619.0
FL007120,2023-01-30,DFW,DEN,560,B789,335.2,3.0,1,0,8630.0
FL008834,2023-01-30,JFK,MIA,1090,A321,138.7,3.7,1,0,10276.0
FL001788,2023-01-30,SEA,DEN,890,B789,317.9,-5.1,1,0,13902.0
FL009600,2023-01-30,JFK,LHR,3020,A321,142.0,-22.5,1,0,25259.0
FL010163,2023-01-30,LAX,SFO,300,B737,127.7,-4.9,1,0,2540.0
FL000135,2023-01-30,DFW,DEN,560,A321,139.9,-1.4,1,0,5163.0
FL007162,2023-01-30,DFW,DEN,560,B789,307.2,-15.7,1,0,7477.0
FL011330,2023-01-30,BOS,ORD,720,B737,131.9,28.6,1,0,6494.0
FL008589,2023-01-30,JFK,LHR,3020,A320,125.2,-32.9,1,0,22396.0
FL005069,2023-01-30,JFK,MIA,1090,A321,136.5,19.4,1,0,10528.0
FL012975,2023-01-31,JFK,MIA,1090,A320,129.1,-9.3,1,1,8802.0
FL001175,2023-01-31,LAX,SFO,300,B738,138.0,23.9,1,1,2824.0
FL010400,2023-01-31,SEA,DEN,890,B737,118.3,12.2,1,1,7673.0
FL009545,2023-01-31,BOS,ORD,720,A321,140.1,23.0,1,1,6465.0
FL014517,2023-01-31,ORD,DFW,720,B738,127.9,-10.1,1,1,6331.0
FL010355,2023-01-31,LAX,SFO,300,A321,134.4,-25.6,1,1,2459.0
FL002340,2023-01-31,ORD,DFW,720,B738,119.7,24.4,1,1,6489.0
FL010385,2023-01-31,JFK,LAX,2145,B737,112.0,-7.0,1,1,18585.0
FL002383,2023-01-31,BOS,ORD,720,B737,118.6,21.9,1,1,6191.0
FL001171,2023-01-31,SFO,SEA,680,A321,125.3,12.5,1,1,6131.0
FL002935,2023-01-31,SFO,SEA,680,A321,124.7,0.6,1,1,5744.0
FL009924,2023-01-31,ORD,DFW,720,B737,122.3,11.4,1,1,6238.0
FL013113,2023-01-31,ORD,DFW,720,B789,340.7,20.7,1,1,10615.0
FL000846,2023-01-31,JFK,LAX,2145,B738,129.7,-14.9,1,1,17772.0
FL005531,2023-01-31,LAX,SFO,300,A321,140.7,17.5,1,1,2837.0
FL005553,2023-01-31,ATL,MIA,595,B737,126.5,18.6,1,1,5061.0
FL010631,2023-01-31,JFK,MIA,1090,B789,342.8,20.8,1,1,17415.0
FL005432,2023-01-31,DFW,DEN,560,B789,337.6,17.3,1,1,8322.0
FL011258,2023-01-31,DFW,DEN,560,B738,118.7,0.5,1,1,4845.0
FL010961,2023-02-01,JFK,LAX,2145,A321,137.3,44.6,2,2,21610.0
FL008613,2023-02-01,DFW,DEN,560,B789,332.2,28.8,2,2,8848.0
FL001891,2023-02-01,ATL,MIA,595,B737,130.3,16.1,2,2,5450.0
FL001511,2023-02-01,SFO,SEA,680,B738,132.9,25.1,2,2,6008.0
FL007608,2023-02-01,ORD,DFW,720,B738,125.2,3.4,2,2,6602.0
FL003252,2023-02-01,ATL,MIA,595,B737,128.4,4.8,2,2,5248.0
FL002276,2023-02-01,SEA,DEN,890,B789,336.7,1.1,2,2,13787.0
FL010793,2023-02-01,JFK,MIA,1090,B789,335.6,12.2,2,2,17773.0
FL011135,2023-02-01,DFW,DEN,560,A321,126.5,27.1,2,2,5226.0
FL010846,2023-02-01,LAX,SFO,300,B789,307.9,1.9,2,2,4311.0
FL008044,2023-02-01,ORD,DFW,720,B737,113.9,18.3,2,2,6351.0
FL014569,2023-02-01,ATL,MIA,595,B789,317.3,35.6,2,2,8781.0
FL001440,2023-02-01,JFK,LAX,2145,B737,117.9,45.3,2,2,20936.0
